filename,relative_path,duration_sec,transcript,notes
svartlvd.wav,CCA/Cannoneer (Howitzer)/svartlvd.wav,1.533,Negative!,
svartlve.wav,CCA/Cannoneer (Howitzer)/svartlve.wav,1.614,Out of range.,
svartlvf.wav,CCA/Cannoneer (Howitzer)/svartlvf.wav,1.55,Ready to move.,
svartlvg.wav,CCA/Cannoneer (Howitzer)/svartlvg.wav,2.078,I am in position.,
svartlvh.wav,CCA/Cannoneer (Howitzer)/svartlvh.wav,1.324,I'm moving.,
svartlvj.wav,CCA/Cannoneer (Howitzer)/svartlvj.wav,1.55,Deploying.,
svartlvk.wav,CCA/Cannoneer (Howitzer)/svartlvk.wav,1.811,Firing at target.,
svartlvm.wav,CCA/Cannoneer (Howitzer)/svartlvm.wav,1.695,Artillery here.,
svartlvn.wav,CCA/Cannoneer (Howitzer)/svartlvn.wav,1.521,"Yes, comrade.",
svartlvp.wav,CCA/Cannoneer (Howitzer)/svartlvp.wav,2.188,Enemy eliminated.,
svconsv0.wav,CCA/Constructor/svconsv0.wav,1.387,I move.,
svconsv1.wav,CCA/Constructor/svconsv1.wav,1.312,Building.,
svconsv2.wav,CCA/Constructor/svconsv2.wav,1.527,It will be built.,
svconsv3.wav,CCA/Constructor/svconsv3.wav,1.544,I will follow.,
svconsv6.wav,CCA/Constructor/svconsv6.wav,1.904,Unable to comply.,
svconsv7.wav,CCA/Constructor/svconsv7.wav,1.736,Building complete.,
svconsv8.wav,CCA/Constructor/svconsv8.wav,1.353,In transit.,
svconsv9.wav,CCA/Constructor/svconsv9.wav,1.445,"Yes, comrade.",
svconsva.wav,CCA/Constructor/svconsva.wav,1.579,Construction here.,
svconsvd.wav,CCA/Constructor/svconsvd.wav,1.829,More power is needed.,
svtankv0.wav,CCA/Czar (Tank)/svtankv0.wav,1.178,Talk to me.,
svtankv1.wav,CCA/Czar (Tank)/svtankv1.wav,1.318,I'm on my way.,
svtankv2.wav,CCA/Czar (Tank)/svtankv2.wav,1.225,I'm on top of it.,
svtankv3.wav,CCA/Czar (Tank)/svtankv3.wav,1.399,For Mother Russia.,
svtankv4.wav,CCA/Czar (Tank)/svtankv4.wav,1.503,I'm right behind you.,
svtankv8.wav,CCA/Czar (Tank)/svtankv8.wav,1.097,Heading back.,
svtankv9.wav,CCA/Czar (Tank)/svtankv9.wav,1.19,Reloading.,
svtankva.wav,CCA/Czar (Tank)/svtankva.wav,1.318,My pleasure.,
svtankvc.wav,CCA/Czar (Tank)/svtankvc.wav,1.027,I'm coming.,
svtankvd.wav,CCA/Czar (Tank)/svtankvd.wav,1.202,Recycling.,
svtankvh.wav,CCA/Czar (Tank)/svtankvh.wav,1.515,I cannot do that.,
svtankvj.wav,CCA/Czar (Tank)/svtankvj.wav,1.689,Engaging the enemy.,
svtankvk.wav,CCA/Czar (Tank)/svtankvk.wav,1.074,Defending.,
svtankvm.wav,CCA/Czar (Tank)/svtankvm.wav,1.225,Still moving.,
svtankvn.wav,CCA/Czar (Tank)/svtankvn.wav,0.993,You rang?,
svtankvp.wav,CCA/Czar (Tank)/svtankvp.wav,0.9,Tank here.,
svtankvq.wav,CCA/Czar (Tank)/svtankvq.wav,0.958,Stopping.,
svtankvr.wav,CCA/Czar (Tank)/svtankvr.wav,1.19,They are hitting me.,
svfighv0.wav,CCA/Flanker (Fighter)/svfighv0.wav,1.19,Onward.,
svfighv2.wav,CCA/Flanker (Fighter)/svfighv2.wav,1.805,Cry havoc.,
svfighv3.wav,CCA/Flanker (Fighter)/svfighv3.wav,1.631,As you wish.,
svfighv4.wav,CCA/Flanker (Fighter)/svfighv4.wav,1.666,"My gratitude, sir.",
svfighv5.wav,CCA/Flanker (Fighter)/svfighv5.wav,1.469,Off to reload!,
svfighv6.wav,CCA/Flanker (Fighter)/svfighv6.wav,1.91,"Ah, the hunt!",
svfighv7.wav,CCA/Flanker (Fighter)/svfighv7.wav,1.689,It will not be harmed.,
svfighv8.wav,CCA/Flanker (Fighter)/svfighv8.wav,2.56,Your salvation approaches.,
svfighvd.wav,CCA/Flanker (Fighter)/svfighvd.wav,1.538,Attacking!,
svfighve.wav,CCA/Flanker (Fighter)/svfighve.wav,1.585,"Impossible, sir.",
svfighvf.wav,CCA/Flanker (Fighter)/svfighvf.wav,1.863,At your disposal.,
svfighvg.wav,CCA/Flanker (Fighter)/svfighvg.wav,1.329,In transit.,
svfighvh.wav,CCA/Flanker (Fighter)/svfighvh.wav,1.515,"Yes, sir.",
svfighvj.wav,CCA/Flanker (Fighter)/svfighvj.wav,2.107,Filthy Americans!,
svfighvk.wav,CCA/Flanker (Fighter)/svfighvk.wav,1.55,Scouting terrain.,
svfighvm.wav,CCA/Flanker (Fighter)/svfighvm.wav,2.537,He's left this mortal coil.,
svwalkv0.wav,CCA/Golem (Walker)/svwalkv0.wav,1.73,Moving.,
svwalkv2.wav,CCA/Golem (Walker)/svwalkv2.wav,2.026,I will crush them.,
svwalkv3.wav,CCA/Golem (Walker)/svwalkv3.wav,1.509,I will follow.,
svwalkv4.wav,CCA/Golem (Walker)/svwalkv4.wav,1.411,Repairing.,
svwalkv5.wav,CCA/Golem (Walker)/svwalkv5.wav,1.329,Reloading.,
svwalkv6.wav,CCA/Golem (Walker)/svwalkv6.wav,2.02,Patrolling the area.,
svwalkv7.wav,CCA/Golem (Walker)/svwalkv7.wav,1.556,Defending.,
svwalkv8.wav,CCA/Golem (Walker)/svwalkv8.wav,0.946,Да.{{Yes.}},
svwalkv9.wav,CCA/Golem (Walker)/svwalkv9.wav,1.016,Got it.,
svwalkvd.wav,CCA/Golem (Walker)/svwalkvd.wav,2.107,Crushing enemy.,
svwalkve.wav,CCA/Golem (Walker)/svwalkve.wav,0.94,Нет.{{No.}},
svwalkvf.wav,CCA/Golem (Walker)/svwalkvf.wav,1.916,Who's next?,
svwalkvg.wav,CCA/Golem (Walker)/svwalkvg.wav,1.271,On my way.,
svwalkvh.wav,CCA/Golem (Walker)/svwalkvh.wav,1.37,Protecting.,
svwalkvj.wav,CCA/Golem (Walker)/svwalkvj.wav,1.115,"Yes, sir.",
svwalkvk.wav,CCA/Golem (Walker)/svwalkvk.wav,1.091,Got 'em.,
svwalkvm.wav,CCA/Golem (Walker)/svwalkvm.wav,2.502,Another is crushed.,
svhrazv0.wav,CCA/Grendel (Bomber)/svhrazv0.wav,2.119,Engaging thrusters.,
svhrazv2.wav,CCA/Grendel (Bomber)/svhrazv2.wav,1.469,Understood.,
svhrazv3.wav,CCA/Grendel (Bomber)/svhrazv3.wav,1.445,I will follow.,
svhrazv4.wav,CCA/Grendel (Bomber)/svhrazv4.wav,1.341,Repairing.,
svhrazv5.wav,CCA/Grendel (Bomber)/svhrazv5.wav,1.329,Reloading.,
svhrazv6.wav,CCA/Grendel (Bomber)/svhrazv6.wav,1.968,Patrolling the area.,
svhrazv7.wav,CCA/Grendel (Bomber)/svhrazv7.wav,1.666,I will defend.,
svhrazv8.wav,CCA/Grendel (Bomber)/svhrazv8.wav,1.411,Immediately.,
svhrazv9.wav,CCA/Grendel (Bomber)/svhrazv9.wav,1.144,Thank you.,
svhrazvd.wav,CCA/Grendel (Bomber)/svhrazvd.wav,1.527,Attacking enemy!,
svhrazve.wav,CCA/Grendel (Bomber)/svhrazve.wav,0.993,Нет!{{No!}},
svhrazvf.wav,CCA/Grendel (Bomber)/svhrazvf.wav,1.341,Your orders?,
svhrazvg.wav,CCA/Grendel (Bomber)/svhrazvg.wav,1.225,En route.,
svhrazvh.wav,CCA/Grendel (Bomber)/svhrazvh.wav,1.376,Protecting.,
svhrazvi.wav,CCA/Grendel (Bomber)/svhrazvi.wav,1.213,"Yes, sir.",
svhrazvj.wav,CCA/Grendel (Bomber)/svhrazvj.wav,1.422,Heavy Razor.,
svhrazvk.wav,CCA/Grendel (Bomber)/svhrazvk.wav,2.188,Another has died!,
svhrazvl.wav,CCA/Grendel (Bomber)/svhrazvl.wav,1.736,Slowing down.,
svhrazvm.wav,CCA/Grendel (Bomber)/svhrazvm.wav,1.852,They are shooting at me.,
svhrazvn.wav,CCA/Grendel (Bomber)/svhrazvn.wav,3.175,Now I rest.,
svminev0.wav,CCA/Molotov (Minelayer)/svminev0.wav,2.316,Laying mines.,
svminev2.wav,CCA/Molotov (Minelayer)/svminev2.wav,2.27,Right behind you.,
svminev3.wav,CCA/Molotov (Minelayer)/svminev3.wav,2.339,Getting repairs.,
svminev4.wav,CCA/Molotov (Minelayer)/svminev4.wav,1.782,Reloading.,
svminev5.wav,CCA/Molotov (Minelayer)/svminev5.wav,2.235,I'll be there shortly.,
svminev6.wav,CCA/Molotov (Minelayer)/svminev6.wav,2.328,It has been a pleasure.,
svminev9.wav,CCA/Molotov (Minelayer)/svminev9.wav,2.397,At your service.,
svmineva.wav,CCA/Molotov (Minelayer)/svmineva.wav,2.525,I'm afraid I can't.,
svminevb.wav,CCA/Molotov (Minelayer)/svminevb.wav,2.537,Mines in place.,
svminevc.wav,CCA/Molotov (Minelayer)/svminevc.wav,2.595,Still dropping mines.,
svminevd.wav,CCA/Molotov (Minelayer)/svminevd.wav,2.305,All out of mines.,
svmineve.wav,CCA/Molotov (Minelayer)/svmineve.wav,2.316,Still moving.,
svminevf.wav,CCA/Molotov (Minelayer)/svminevf.wav,1.48,"Yes, sir.",
svminevg.wav,CCA/Molotov (Minelayer)/svminevg.wav,2.223,Minelayer here.,
svturrv0.wav,CCA/Pak (Turret)/svturrv0.wav,1.341,Deploying.,
svturrv1.wav,CCA/Pak (Turret)/svturrv1.wav,1.84,"Yes, yes!",
svturrv6.wav,CCA/Pak (Turret)/svturrv6.wav,1.515,Turret is deployed.,
svturrv8.wav,CCA/Pak (Turret)/svturrv8.wav,1.492,Lead the way.,
svturrv9.wav,CCA/Pak (Turret)/svturrv9.wav,2.223,This is not possible.,
svturrvb.wav,CCA/Pak (Turret)/svturrvb.wav,1.631,I'm not there yet.,
svturrvc.wav,CCA/Pak (Turret)/svturrvc.wav,1.387,Standing ground.,
svturrvd.wav,CCA/Pak (Turret)/svturrvd.wav,1.248,What is it?,
svturrve.wav,CCA/Pak (Turret)/svturrve.wav,1.062,Pak here.,
svturrvf.wav,CCA/Pak (Turret)/svturrvf.wav,1.747,My pleasure.,
svturrvg.wav,CCA/Pak (Turret)/svturrvg.wav,1.027,Fine.,
svturrvh.wav,CCA/Pak (Turret)/svturrvh.wav,0.842,Да.{{Yes.}},
svturrvj.wav,CCA/Pak (Turret)/svturrvj.wav,1.341,On my way.,
svrecyv0.wav,CCA/Recycler/svrecyv0.wav,1.608,Recycler here.,
svrecyv1.wav,CCA/Recycler/svrecyv1.wav,1.341,On my way.,
svrecyv3.wav,CCA/Recycler/svrecyv3.wav,1.608,Unit complete.,
svrecyv5.wav,CCA/Recycler/svrecyv5.wav,1.051,Following.,
svrecyv6.wav,CCA/Recycler/svrecyv6.wav,1.225,Deploying.,
svrecyv8.wav,CCA/Recycler/svrecyv8.wav,1.178,Building.,
svrecyv9.wav,CCA/Recycler/svrecyv9.wav,1.805,Approaching geyser.,
svrecyva.wav,CCA/Recycler/svrecyva.wav,2.072,Unable to comply.,
svrecyvb.wav,CCA/Recycler/svrecyvb.wav,1.631,"Clear the way, sir.",
svrecyvc.wav,CCA/Recycler/svrecyvc.wav,1.666,At your command.,
svrecyvd.wav,CCA/Recycler/svrecyvd.wav,1.155,Building.,
svrecyve.wav,CCA/Recycler/svrecyve.wav,0.981,Ready.,
svrecyvf.wav,CCA/Recycler/svrecyvf.wav,1.654,I have no power.,
svrecyvg.wav,CCA/Recycler/svrecyvg.wav,1.213,"Yes, sir.",
svrecyvh.wav,CCA/Recycler/svrecyvh.wav,2.421,There are no more pilots.,
svrecyvj.wav,CCA/Recycler/svrecyvj.wav,1.817,We are out of scrap.,
svrecyvm.wav,CCA/Recycler/svrecyvm.wav,1.724,We have no geyser.,
svrecyvn.wav,CCA/Recycler/svrecyvn.wav,2.386,The scrap storage is full.,
svrcktv0.wav,CCA/Rocket Tank (Unused)/svrcktv0.wav,0.819,Moving.,
svrcktv2.wav,CCA/Rocket Tank (Unused)/svrcktv2.wav,1.097,Bring 'em on.,
svrcktv4.wav,CCA/Rocket Tank (Unused)/svrcktv4.wav,0.859,That's better.,
svrcktv5.wav,CCA/Rocket Tank (Unused)/svrcktv5.wav,1.268,Filling payload.,
svrcktv6.wav,CCA/Rocket Tank (Unused)/svrcktv6.wav,1.814,With extreme prejudice.,
svrcktv7.wav,CCA/Rocket Tank (Unused)/svrcktv7.wav,0.784,Protecting.,
svrcktv8.wav,CCA/Rocket Tank (Unused)/svrcktv8.wav,0.874,On my way.,
svrcktva.wav,CCA/Rocket Tank (Unused)/svrcktva.wav,0.795,On the wing.,
svrcktvc.wav,CCA/Rocket Tank (Unused)/svrcktvc.wav,1.791,His worst nightmare.,
svrcktvd.wav,CCA/Rocket Tank (Unused)/svrcktvd.wav,1.065,Engaging enemy.,
svrcktve.wav,CCA/Rocket Tank (Unused)/svrcktve.wav,1.158,Unable to comply.,
svrcktvf.wav,CCA/Rocket Tank (Unused)/svrcktvf.wav,1.184,Ready for action.,
svrcktvg.wav,CCA/Rocket Tank (Unused)/svrcktvg.wav,0.665,En route.,
svrcktvh.wav,CCA/Rocket Tank (Unused)/svrcktvh.wav,0.984,Standing guard.,
svrcktvi.wav,CCA/Rocket Tank (Unused)/svrcktvi.wav,0.801,"Yes, sir.",
svrcktvj.wav,CCA/Rocket Tank (Unused)/svrcktvj.wav,0.792,Bomber here.,
svrcktvk.wav,CCA/Rocket Tank (Unused)/svrcktvk.wav,1.355,Play the dirge.,
svscav0.wav,CCA/Scavenger/svscav0.wav,1.597,Scavenger unit.,
svscav1.wav,CCA/Scavenger/svscav1.wav,1.236,Moving out.,
svscav6.wav,CCA/Scavenger/svscav6.wav,1.027,Following.,
svscava.wav,CCA/Scavenger/svscava.wav,1.202,Heading in.,
svscavb.wav,CCA/Scavenger/svscavb.wav,1.12,On my way.,
svscavc.wav,CCA/Scavenger/svscavc.wav,1.84,"Cashing me in, huh?",
svscavf.wav,CCA/Scavenger/svscavf.wav,1.678,I can't do that.,
svscavh.wav,CCA/Scavenger/svscavh.wav,1.91,There is no more scrap.,
svscavi.wav,CCA/Scavenger/svscavi.wav,2.188,There is no scrap storage!,
svscavj.wav,CCA/Scavenger/svscavj.wav,1.004,"Yes, sir.",
svscavk.wav,CCA/Scavenger/svscavk.wav,1.155,Pulling scrap.,
svscavl.wav,CCA/Scavenger/svscavl.wav,0.969,Loading up.,
svscavm.wav,CCA/Scavenger/svscavm.wav,1.469,On my way.,
svscavn.wav,CCA/Scavenger/svscavn.wav,1.295,Heading to nav.,
svltnkv0.wav,CCA/Stoli (Light Tank)/svltnkv0.wav,1.48,Attacking target.,
svltnkv1.wav,CCA/Stoli (Light Tank)/svltnkv1.wav,1.045,Affirmative.,
svltnkv2.wav,CCA/Stoli (Light Tank)/svltnkv2.wav,1.538,Missiles away!,
svltnkv3.wav,CCA/Stoli (Light Tank)/svltnkv3.wav,1.347,Target destroyed.,
svltnkv4.wav,CCA/Stoli (Light Tank)/svltnkv4.wav,0.848,Following.,
svltnkv8.wav,CCA/Stoli (Light Tank)/svltnkv8.wav,1.562,Returning to base.,
svltnkv9.wav,CCA/Stoli (Light Tank)/svltnkv9.wav,1.707,Heading back to reload.,
svltnkva.wav,CCA/Stoli (Light Tank)/svltnkva.wav,1.091,Affirmative.,
svltnkvc.wav,CCA/Stoli (Light Tank)/svltnkvc.wav,0.923,Right away.,
svltnkvd.wav,CCA/Stoli (Light Tank)/svltnkvd.wav,1.19,Recycling.,
svltnkve.wav,CCA/Stoli (Light Tank)/svltnkve.wav,1.55,Units are grouped.,
svltnkvf.wav,CCA/Stoli (Light Tank)/svltnkvf.wav,1.666,Approaching nav point.,
svltnkvg.wav,CCA/Stoli (Light Tank)/svltnkvg.wav,1.306,Protecting unit.,
svltnkvh.wav,CCA/Stoli (Light Tank)/svltnkvh.wav,1.097,"Yes, comrade.",
svltnkvk.wav,CCA/Stoli (Light Tank)/svltnkvk.wav,1.149,"Yes, comrade.",
svltnkvp.wav,CCA/Stoli (Light Tank)/svltnkvp.wav,1.794,Torpedoes away.,
svltnkvq.wav,CCA/Stoli (Light Tank)/svltnkvq.wav,0.981,Stopping.,
svltnkvr.wav,CCA/Stoli (Light Tank)/svltnkvr.wav,1.678,"Comrade, I'm hit.",
svltnkvs.wav,CCA/Stoli (Light Tank)/svltnkvs.wav,1.242,(scream),
svhaulv0.wav,CCA/Tractor (Tug)/svhaulv0.wav,1.504,"Yes, I'm here.",
svhaulv1.wav,CCA/Tractor (Tug)/svhaulv1.wav,1.538,Loading cargo.,
svhaulv2.wav,CCA/Tractor (Tug)/svhaulv2.wav,1.724,Dropping cargo.,
svhaulv3.wav,CCA/Tractor (Tug)/svhaulv3.wav,1.062,Following.,
svhaulv4.wav,CCA/Tractor (Tug)/svhaulv4.wav,1.202,Repairing.,
svhaulv5.wav,CCA/Tractor (Tug)/svhaulv5.wav,1.678,"I'm coming, comrade.",
svhaulv6.wav,CCA/Tractor (Tug)/svhaulv6.wav,1.271,Recycling.,
svhaulva.wav,CCA/Tractor (Tug)/svhaulva.wav,1.515,I can't do that.,
svhaulvb.wav,CCA/Tractor (Tug)/svhaulvb.wav,1.898,"Towing cargo, comrade.",
svhaulvc.wav,CCA/Tractor (Tug)/svhaulvc.wav,2.096,"I'm still moving, comrade.",
svhaulvd.wav,CCA/Tractor (Tug)/svhaulvd.wav,0.981,Okay.,
svhaulve.wav,CCA/Tractor (Tug)/svhaulve.wav,1.132,Tug here.,
svhaulvj.wav,CCA/Tractor (Tug)/svhaulvj.wav,1.295,Moving out.,
svmufv0.wav,CCA/Unit Factory/svmufv0.wav,1.271,Unit Factory.,
svmufv1.wav,CCA/Unit Factory/svmufv1.wav,1.411,Constructing.,
svmufv2.wav,CCA/Unit Factory/svmufv2.wav,1.503,Unit complete.,
svmufv3.wav,CCA/Unit Factory/svmufv3.wav,1.353,Understood.,
svmufv4.wav,CCA/Unit Factory/svmufv4.wav,1.144,Following.,
svmufv5.wav,CCA/Unit Factory/svmufv5.wav,1.84,No geysers visible.,
svmufv6.wav,CCA/Unit Factory/svmufv6.wav,1.376,Recycling.,
svmufv9.wav,CCA/Unit Factory/svmufv9.wav,1.538,Cannot comply.,
svmufva.wav,CCA/Unit Factory/svmufva.wav,1.689,You are in the way.,
svmufvb.wav,CCA/Unit Factory/svmufvb.wav,1.573,Awaiting orders.,
svmufvc.wav,CCA/Unit Factory/svmufvc.wav,1.921,More power is needed.,
svmufvd.wav,CCA/Unit Factory/svmufvd.wav,1.643,Moving to nav.,
svmufve.wav,CCA/Unit Factory/svmufve.wav,1.469,Building unit.,
svmufvf.wav,CCA/Unit Factory/svmufvf.wav,1.016,Yes.,
svmufvg.wav,CCA/Unit Factory/svmufvg.wav,0.993,"Yes, sir.",
svmufvh.wav,CCA/Unit Factory/svmufvh.wav,1.747,Approaching geyser.,
cvturrv0.wav,CRA/Adder (Turret)/cvturrv0.wav,1.213,Deploying.,
cvturrv1.wav,CRA/Adder (Turret)/cvturrv1.wav,1.094,"Yes, yes.",
cvturrv6.wav,CRA/Adder (Turret)/cvturrv6.wav,1.597,Turret is deployed.,
cvturrv8.wav,CRA/Adder (Turret)/cvturrv8.wav,1.138,Lead the way.,
cvturrvb.wav,CRA/Adder (Turret)/cvturrvb.wav,1.297,I'm not there yet.,
cvturrvc.wav,CRA/Adder (Turret)/cvturrvc.wav,1.405,Standing ground.,
cvturrvd.wav,CRA/Adder (Turret)/cvturrvd.wav,0.839,What is it?,
cvturrve.wav,CRA/Adder (Turret)/cvturrve.wav,0.945,Turret here.,
cvturrvf.wav,CRA/Adder (Turret)/cvturrvf.wav,1.126,My pleasure.,
cvturrvg.wav,CRA/Adder (Turret)/cvturrvg.wav,1.138,Reloading.,
cvturrvh.wav,CRA/Adder (Turret)/cvturrvh.wav,0.807,Yes.,
cvturrvj.wav,CRA/Adder (Turret)/cvturrvj.wav,1.022,On my way.,
cvartlv0.wav,CRA/Archer (Howitzer)/cvartlv0.wav,1.135,Moving out.,
cvartlv3.wav,CRA/Archer (Howitzer)/cvartlv3.wav,1.152,Will do.,???
cvartlv4.wav,CRA/Archer (Howitzer)/cvartlv4.wav,1.119,Heading in.,
cvartlv5.wav,CRA/Archer (Howitzer)/cvartlv5.wav,1.37,Getting ammo.,
cvartlv7.wav,CRA/Archer (Howitzer)/cvartlv7.wav,1.077,Yeah.,
cvartlv8.wav,CRA/Archer (Howitzer)/cvartlv8.wav,1.321,Heading back.,
cvartlvb.wav,CRA/Archer (Howitzer)/cvartlvb.wav,1.088,Incoming!,
cvartlvc.wav,CRA/Archer (Howitzer)/cvartlvc.wav,1.26,What's next?,
cvartlve.wav,CRA/Archer (Howitzer)/cvartlve.wav,1.477,Out of range.,
cvartlvf.wav,CRA/Archer (Howitzer)/cvartlvf.wav,1.376,Ready to move.,
cvartlvg.wav,CRA/Archer (Howitzer)/cvartlvg.wav,1.483,I am in position.,
cvartlvh.wav,CRA/Archer (Howitzer)/cvartlvh.wav,1.193,I'm moving.,
cvartlvj.wav,CRA/Archer (Howitzer)/cvartlvj.wav,1.292,Deploying.,
cvartlvk.wav,CRA/Archer (Howitzer)/cvartlvk.wav,1.515,Firing at target.,
cvartlvm.wav,CRA/Archer (Howitzer)/cvartlvm.wav,1.396,Artillery here.,
cvartlvn.wav,CRA/Archer (Howitzer)/cvartlvn.wav,1.138,"Yes, comrade.",
cvartlvp.wav,CRA/Archer (Howitzer)/cvartlvp.wav,1.611,Enemy eliminated.,
cvslfv0.wav,CRA/Armory/cvslfv0.wav,1.498,Armory.,
cvslfv2.wav,CRA/Armory/cvslfv2.wav,1.45,Repair deployed.,
cvslfv3.wav,CRA/Armory/cvslfv3.wav,1.514,Weapon deployed.,
cvslfv4.wav,CRA/Armory/cvslfv4.wav,1.37,Camera deployed.,
cvslfv7.wav,CRA/Armory/cvslfv7.wav,1.353,Heading out.,
cvslfv8.wav,CRA/Armory/cvslfv8.wav,1.737,In your rearview mirror.,
cvslfvb.wav,CRA/Armory/cvslfvb.wav,1.599,Clear the geyser!,
cvslfvc.wav,CRA/Armory/cvslfvc.wav,1.591,We're ready to move.,
cvslfvd.wav,CRA/Armory/cvslfvd.wav,2.268,No geysers on my radar.,
cvslfve.wav,CRA/Armory/cvslfve.wav,1.771,In transit.,
cvslfvf.wav,CRA/Armory/cvslfvf.wav,1.566,Building supplies.,
cvslfvg.wav,CRA/Armory/cvslfvg.wav,1.03,"Yes, sir.",
cvslfvh.wav,CRA/Armory/cvslfvh.wav,1.515,Heading to geyser.,
cvslfvk.wav,CRA/Armory/cvslfvk.wav,1.393,Bomb deployed.,
cvslfvn.wav,CRA/Armory/cvslfvn.wav,1.41,Ammo deployed.,
